,Restaurant,Location,City,Cuisines,Average_Cost,Minimum_Order,Rating,Votes,Reviews,Delivery_Time
7803,ID_8643,Mumbai Central,Mumbai,"Chinese, North Indian, Lebanese, Malwani",300,50,3.4,100,36,45
7804,ID_4839,"Dockyard Road, Mumbai CST Area",Mumbai,"Bakery, Fast Food",100,50,3.4,21,8,30
7805,ID_4322,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"North Indian, Bengali",100,50,3.5,25,11,30
7806,ID_5706,"Babarpur, New Delhi, Delhi",Delhi,"Fast Food, Chinese",200,50,-,-,-,30
7807,ID_7788,"Rmz Centennial, I Gate, Whitefield",Bangalore,"North Indian, Hyderabadi, Andhra, Chinese",250,99,3.4,112,53,45
7808,ID_1047,Delhi Cantt.,Delhi,"Chinese, Continental, Mughlai, Fast Food",100,50,3.2,8,5,30
7809,ID_8567,Mumbai Central,Mumbai,Cafe,250,50,3.7,82,44,45
7810,ID_7205,"FTI College, Law College Road, Pune",Pune,"South Indian, North Indian, Chinese",250,50,2.4,78,33,30
7811,ID_6841,"Rmz Centennial, I Gate, Whitefield",Bangalore,"Mughlai, Kebab, Chinese, North Indian, Arabian, BBQ, Biryani, Fast Food",250,50,3.8,33,11,30
7812,ID_5583,Mumbai Central,Mumbai,Fast Food,100,50,3.1,8,5,30
7813,ID_7717,Pune University,Pune,"Burger, Fast Food",150,50,3.6,29,24,30
7814,ID_7612,"Sector 14, Noida",Noida,Bakery,200,99,3.9,80,64,30
7815,ID_4672,"Tiretti, Kolkata",Kolkata,"Chinese, North Indian",150,50,2.5,17,5,30
7816,ID_2,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Mexican, American, Burger, Continental, Desserts, Finger Food, Street Food",350,50,3.8,35,21,30
7817,ID_6220,"Sector 14, Noida",Noida,Rolls,100,50,3.2,4,2,30
7818,ID_2781,"Sector 3, Marathalli",Bangalore,Bakery,200,50,3.6,-,-,30
7819,ID_4654,"Yerawada, Pune, Maharashtra",Pune,"Burger, Fast Food",200,50,3.9,462,185,30
7820,ID_3202,"Sector 1, Noida",Noida,"Fast Food, Healthy Food, Salad",200,50,3.9,146,92,45
7821,ID_8099,"Sandhurst Road, Mumbai CST Area",Mumbai,"Italian, Fast Food, Mexican, Chinese",350,50,3.8,1719,664,45
7822,ID_3489,"Sector 1, Noida",Noida,"North Indian, Chinese",200,99,3.0,7,1,65
7823,ID_1675,"Delhi High Court, India Gate",Delhi,Chinese,200,50,3.2,20,11,30
7824,ID_2027,Delhi University-GTB Nagar,Delhi,North Indian,100,50,3.9,35,31,45
7825,ID_6969,"Dockyard Road, Mumbai CST Area",Mumbai,"Bakery, Desserts, Fast Food",150,50,-,-,-,30
7826,ID_6160,Delhi University-GTB Nagar,Delhi,"North Indian, Chinese",100,50,3.1,6,3,30
7827,ID_5733,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,"Fast Food, Pizza",200,50,3.2,30,9,30
7828,ID_2402,"Sector 1, Noida",Noida,"Healthy Food, North Indian, Biryani, Continental, Beverages",200,50,3.9,-,-,30
7829,ID_7093,"Sector 3, Marathalli",Bangalore,North Indian,100,50,3.3,4,1,30
7830,ID_5777,"Chatta Bazaar, Malakpet, Hyderabad",Hyderabad,South Indian,100,50,3.0,6,1,30
7831,ID_5153,"Sector 3, Marathalli",Bangalore,"North Indian, Chinese, Biryani",200,50,3.7,123,47,45
7832,ID_4343,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Chinese, North Indian",150,50,3.2,27,-,45
7833,ID_6835,"Babarpur, New Delhi, Delhi",Delhi,North Indian,100,50,3.7,39,9,30
7834,ID_3719,"Hyderabad Public School, Begumpet",Hyderabad,Desserts,100,50,3.5,42,13,45
7835,ID_2594,Majestic,Bangalore,"Desserts, Ice Cream, Beverages",150,50,3.5,15,3,20
7836,ID_1105,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Desserts, Beverages",200,50,4.4,74,54,30
7837,ID_2226,"Sector 1, Noida",Noida,Bakery,200,50,-,-,-,65
7838,ID_4248,"Sector 3, Marathalli",Bangalore,"Fast Food, Beverages",150,50,3.8,24,9,30
7839,ID_5712,Delhi University-GTB Nagar,Delhi,"Pizza, Fast Food",200,50,3.0,5,1,30
7840,ID_956,Pune University,Pune,Healthy Food,250,50,3.6,112,63,30
7841,ID_849,"Delhi High Court, India Gate",Delhi,"Biryani, North Indian, Andhra",400,50,3.9,2036,1252,65
7842,ID_5776,"Delhi High Court, India Gate",Delhi,"Pizza, Italian, Desserts, Burger, American",350,99,4.9,1793,1028,45
7843,ID_4643,"Noorkhan Bazaar, Malakpet, Hyderabad",Hyderabad,"Street Food, Juices, Desserts",100,50,3.7,99,24,30
7844,ID_3317,Pune University,Pune,"Momos, Chinese, Burger, Fast Food",100,79,4.1,1000,205,30
7845,ID_5903,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,North Indian,150,50,-,-,-,30
7846,ID_7112,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"South Indian, North Indian, Chinese, Beverages",200,50,4.1,228,76,45
7847,ID_3366,Pune University,Pune,"North Indian, Chinese, Seafood",400,50,2.8,162,75,30
7848,ID_3186,"Delhi Administration Flats, Timarpur",Delhi,Chinese,100,50,3.8,43,7,30
7849,ID_1895,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,"Pizza, Fast Food, Chinese",150,50,3.0,10,6,30
7850,ID_435,"Babarpur, New Delhi, Delhi",Delhi,North Indian,150,50,3.2,8,4,30
7851,ID_7970,"Gora Bazar, Rajbari, North Dumdum, Kolkata",Kolkata,"North Indian, Fast Food",200,50,3.1,5,3,30
7852,ID_7295,"Chatta Bazaar, Malakpet, Hyderabad",Hyderabad,"Bakery, Desserts, Ice Cream",150,50,3.9,76,22,45
7853,ID_8511,"Babarpur, New Delhi, Delhi",Delhi,"Momos, Fast Food",200,50,3.4,17,5,30
7854,ID_7963,"D-Block, Sector 63, Noida",Noida,"Wraps, Healthy Food, Sandwich, Salad",150,50,3.4,9,3,30
7855,ID_2483,"Dockyard Road, Mumbai CST Area",Mumbai,"Fast Food, North Indian, Biryani, Rolls, Wraps",200,50,3.9,232,100,65
7856,ID_4637,"Nathan Road, Mangaldas Road, Pune",Pune,Chinese,150,99,2.8,4,2,30
7857,ID_4078,Delhi University-GTB Nagar,Delhi,North Indian,150,50,3.3,11,6,30
7858,ID_3869,"Raja Bazar, Kolkata",Kolkata,North Indian,200,50,3.6,106,32,30
7859,ID_1070,Delhi Cantt.,Delhi,"Chinese, North Indian, Italian, Fast Food, Beverages",250,50,3.7,73,34,30
7860,ID_4910,Majestic,Bangalore,"Cafe, Continental, Italian, Burger",300,50,4.1,782,466,45
7861,ID_3097,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,Healthy Food,200,50,3.1,7,2,30
7862,ID_3935,"Babarpur, New Delhi, Delhi",Delhi,Rolls,100,50,2.9,4,2,30
7863,ID_1850,"Rmz Centennial, I Gate, Whitefield",Bangalore,"Ice Cream, Desserts",200,50,4.4,600,336,30
7864,ID_7157,"Rmz Centennial, I Gate, Whitefield",Bangalore,"Desserts, Ice Cream",150,50,4.1,303,92,30
7865,ID_5307,"Chandni Chowk, Kolkata",Kolkata,"South Indian, North Indian, Fast Food",150,99,3.7,158,69,45
7866,ID_6156,"Sector 14, Noida",Noida,"North Indian, Mughlai",200,99,4.1,78,62,30
7867,ID_2240,"Sector 1, Noida",Noida,Healthy Food,150,50,3.4,40,26,30
7868,ID_927,"Delhi Administration Flats, Timarpur",Delhi,"Biryani, Kebab, North Indian",350,50,4.0,72,48,30
7869,ID_7792,"Babarpur, New Delhi, Delhi",Delhi,"North Indian, Chinese",200,50,3.1,7,4,30
7870,ID_4706,"Delhi High Court, India Gate",Delhi,"Chinese, Italian, North Indian",300,50,3.3,28,18,30
7871,ID_3386,"FTI College, Law College Road, Pune",Pune,Maharashtrian,100,50,NEW,-,-,30
7872,ID_2301,"FTI College, Law College Road, Pune",Pune,"Pizza, Fast Food",200,0,3.7,299,24,30
7873,ID_7622,"Delhi High Court, India Gate",Delhi,"Beverages, Fast Food",250,50,3.9,755,543,45
7874,ID_3626,Majestic,Bangalore,"Cafe, Continental, Fast Food, Healthy Food",550,50,4.4,913,448,30
7875,ID_3785,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Momos, Fast Food",100,50,3.7,51,13,45
7876,ID_6327,"Nathan Road, Mangaldas Road, Pune",Pune,"North Indian, Chinese",150,50,3.5,32,9,30
7877,ID_3312,"Sandhurst Road, Mumbai CST Area",Mumbai,"Fast Food, Beverages",150,50,3.5,45,8,30
7878,ID_7460,"Sector 14, Noida",Noida,"North Indian, Chinese",200,50,NEW,-,-,30
7879,ID_6561,"D-Block, Sector 63, Noida",Noida,"North Indian, Chinese",150,50,Opening Soon,-,-,30
7880,ID_3597,"Sector 1, Noida",Noida,"North Indian, Chinese",200,50,3.3,14,3,30
7881,ID_507,Majestic,Bangalore,"Mithai, Street Food",100,50,4.2,92,34,45
7882,ID_1776,"D-Block, Sector 63, Noida",Noida,Chinese,150,50,NEW,-,-,30
7883,ID_773,"Dockyard Road, Mumbai CST Area",Mumbai,"Fast Food, Chinese",100,50,3.1,6,2,30
7884,ID_4576,Mumbai Central,Mumbai,Sandwich,100,50,3.6,60,21,65
7885,ID_4769,"Nathan Road, Mangaldas Road, Pune",Pune,"Mithai, Street Food",200,50,3.7,43,17,30
7886,ID_4615,"Delhi High Court, India Gate",Delhi,North Indian,750,99,4.4,1160,602,65
7887,ID_5102,"Sandhurst Road, Mumbai CST Area",Mumbai,"Rolls, Kebab",150,50,3.4,18,13,30
7888,ID_3814,Delhi University-GTB Nagar,Delhi,"Fast Food, Beverages",150,50,3.7,35,21,30
7889,ID_4830,"Sandhurst Road, Mumbai CST Area",Mumbai,Momos,100,50,NEW,-,-,30
7890,ID_5395,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Juices, Healthy Food",150,50,4.0,432,79,45
7891,ID_1338,"Sector 3, Marathalli",Bangalore,Bakery,200,50,-,-,-,30
7892,ID_2073,"FTI College, Law College Road, Pune",Pune,Biryani,200,50,3.1,21,7,30
7893,ID_688,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,"Fast Food, Beverages",200,50,3.5,15,8,30
7894,ID_2156,"Sector 3, Marathalli",Bangalore,"Tea, Fast Food",150,50,3.8,16,9,30
7895,ID_3326,"Yerawada, Pune, Maharashtra",Pune,"North Indian, South Indian, Fast Food",400,50,3.1,5,2,30
7896,ID_1504,"Delhi Administration Flats, Timarpur",Delhi,"Fast Food, Chinese, Continental",150,50,3.9,1032,334,30
7897,ID_5342,"Sector 63A,Gurgaon",Gurgaon,"Fast Food, Chinese",150,50,3.5,11,6,30
7898,ID_7618,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Bakery, Desserts, Fast Food",150,50,3.2,19,8,65
7899,ID_572,Delhi University-GTB Nagar,Delhi,"North Indian, Mughlai",200,50,3.7,42,9,30
7900,ID_1548,"Rmz Centennial, I Gate, Whitefield",Bangalore,"Street Food, Mithai, North Indian, Fast Food, Desserts",150,99,4.0,393,168,45
7901,ID_2638,Delhi University-GTB Nagar,Delhi,"North Indian, Chinese",250,50,NEW,-,-,45
7902,ID_2354,"Moulali, Kolkata",Kolkata,"North Indian, Chinese",100,50,3.8,733,55,45
7903,ID_2990,"Sector 1, Noida",Noida,"Fast Food, Salad, Beverages",100,50,3.2,12,2,30
7904,ID_502,Majestic,Bangalore,"Mithai, Street Food, North Indian",150,50,3.1,10,2,45
7905,ID_6585,"Sandhurst Road, Mumbai CST Area",Mumbai,Chinese,250,50,3.9,318,133,30
7906,ID_372,"Babarpur, New Delhi, Delhi",Delhi,North Indian,100,50,3.3,12,1,30
7907,ID_5391,"MG Road, Pune",Pune,"South Indian, North Indian",200,50,4.3,304,147,30
7908,ID_4772,"Sector 14, Noida",Noida,North Indian,200,99,3.8,771,149,45
7909,ID_1911,"D-Block, Sector 63, Noida",Noida,Ice Cream,100,50,3.5,49,1,30
7910,ID_6771,"D-Block, Sector 63, Noida",Noida,"North Indian, South Indian, Chinese, Desserts, Beverages",500,50,3.8,597,342,45
7911,ID_5134,"Sector 1, Noida",Noida,Mithai,50,99,2.8,28,11,30
7912,ID_8338,Delhi Cantt.,Delhi,"Chinese, South Indian",100,50,3.4,14,4,30
7913,ID_493,Mumbai Central,Mumbai,"Rolls, North Indian",100,50,3.1,15,1,30
7914,ID_6292,"Sector 63A,Gurgaon",Gurgaon,"North Indian, Chinese",200,50,3.1,4,1,30
7915,ID_1625,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"South Indian, Chettinad, Chinese",200,50,-,-,-,30
7916,ID_6996,"D-Block, Sector 63, Noida",Noida,"Fast Food, Beverages",200,50,3.8,105,50,45
7917,ID_7450,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Cafe, Continental",400,50,4.4,1820,1148,30
7918,ID_5284,"Delhi Administration Flats, Timarpur",Delhi,"Biryani, North Indian",150,50,NEW,-,-,30
7919,ID_1153,Delhi University-GTB Nagar,Delhi,"Burger, Fast Food",150,50,3.6,374,87,45
7920,ID_519,"Sector 1, Noida",Noida,"Chinese, Momos, Sushi, Thai, Asian, Poké, Vietnamese, Japanese",300,50,4.0,608,380,45
7921,ID_693,Pune University,Pune,"Italian, Pizza",250,50,4.1,257,129,45
7922,ID_397,"Sector 3, Marathalli",Bangalore,"Andhra, North Indian",200,50,3.8,96,41,65
7923,ID_3932,"Yerawada, Pune, Maharashtra",Pune,Street Food,100,50,3.6,238,153,30
7924,ID_2619,"Babarpur, New Delhi, Delhi",Delhi,"Chinese, North Indian",150,50,3.4,25,18,30
7925,ID_2431,"Delhi High Court, India Gate",Delhi,"Modern Indian, Bar Food, North Indian, Continental","1,000",50,4.1,505,299,30
7926,ID_1120,Delhi University-GTB Nagar,Delhi,Fast Food,150,50,3.4,15,8,30
7927,ID_6180,"Yerawada, Pune, Maharashtra",Pune,"Continental, North Indian, European, Asian, Italian, Seafood",550,50,4.0,320,168,45
7928,ID_4603,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,"North Indian, Fast Food, Chinese",200,50,NEW,-,-,30
7929,ID_7514,"Chandni Chowk, Kolkata",Kolkata,"Rolls, Sandwich, Fast Food",150,50,3.7,304,127,65
7930,ID_8511,"Sector 14, Noida",Noida,"Momos, Fast Food",200,99,3.8,71,43,30
7931,ID_3356,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,"North Indian, Chinese, Fast Food",250,50,-,-,-,30
7932,ID_5336,"Rmz Centennial, I Gate, Whitefield",Bangalore,"Odia, North Indian, Chinese",150,50,3.4,13,3,45
7933,ID_1552,"Sector 1, Noida",Noida,Fast Food,100,50,3.1,4,4,30
7934,ID_1728,Delhi University-GTB Nagar,Delhi,"North Indian, Chinese, Continental, Fast Food, Pizza",250,50,3.7,37,31,30
7935,ID_4521,"Sandhurst Road, Mumbai CST Area",Mumbai,"Chinese, North Indian, South Indian, Fast Food",250,50,3.9,445,218,30
7936,ID_5948,Delhi Cantt.,Delhi,"Cafe, Beverages, Italian, Chinese",250,50,4.0,607,467,45
7937,ID_2172,"Sector 3, Marathalli",Bangalore,"North Indian, Chinese",150,50,3.7,28,16,30
7938,ID_5538,"Raja Bazar, Kolkata",Kolkata,"North Indian, Beverages",100,50,2.7,7,-,30
7939,ID_3206,"Babarpur, New Delhi, Delhi",Delhi,"Fast Food, Healthy Food, Beverages",200,50,3.6,36,8,45
7940,ID_7615,"Rmz Centennial, I Gate, Whitefield",Bangalore,"Bakery, Desserts, Street Food",200,50,3.2,4,1,30
7941,ID_4260,Delhi Cantt.,Delhi,North Indian,200,50,NEW,-,-,30
7942,ID_2777,Delhi University-GTB Nagar,Delhi,Chinese,150,50,3.2,10,3,30
7943,ID_6186,"Sector 1, Noida",Noida,North Indian,200,50,3.6,78,2,30
7944,ID_2553,Pune University,Pune,"Fast Food, Beverages",200,50,NEW,-,-,30
7945,ID_5078,Mumbai Central,Mumbai,"North Indian, Chinese, Chettinad",200,50,3.2,4,3,30
7946,ID_4636,Majestic,Bangalore,"Bakery, Healthy Food, Fast Food",150,50,-,-,-,30
7947,ID_875,"Sector 1, Noida",Noida,"Biryani, Mughlai",150,50,3.1,4,4,30
7948,ID_4540,"FTI College, Law College Road, Pune",Pune,"North Indian, Chinese, South Indian, Fast Food",250,50,3.9,862,514,45
7949,ID_6005,Delhi Cantt.,Delhi,Bakery,100,50,3.1,4,2,30
7950,ID_5073,"D-Block, Sector 63, Noida",Noida,"North Indian, Street Food, South Indian",150,50,-,-,-,30
7951,ID_3793,"Sandhurst Road, Mumbai CST Area",Mumbai,"Pizza, Italian, Fast Food",300,99,4.0,352,130,45
7952,ID_1780,Delhi University-GTB Nagar,Delhi,Chinese,100,50,3.0,12,2,30
7953,ID_7857,"Nathan Road, Mangaldas Road, Pune",Pune,Beverages,100,50,3.1,6,1,30
7954,ID_518,"Sector 14, Noida",Noida,Chinese,250,50,3.6,39,17,45
7955,ID_6989,"Panjetan Colony, Malakpet, Hyderabad",Hyderabad,North Indian,200,50,3.0,7,2,30
7956,ID_6035,Pune University,Pune,"Ice Cream, Beverages",100,50,3.4,31,6,45
7957,ID_2960,"Sector 14, Noida",Noida,Street Food,150,99,4.1,791,278,65
7958,ID_3436,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Beverages, Ice Cream, Fast Food",100,50,3.4,30,5,65
7959,ID_7204,"Dockyard Road, Mumbai CST Area",Mumbai,"Mithai, Fast Food",150,50,4.0,267,143,30
7960,ID_2582,"Sector 1, Noida",Noida,Chinese,200,50,NEW,-,-,30
7961,ID_2109,"Delhi Administration Flats, Timarpur",Delhi,"Bakery, Desserts",100,50,3.2,13,2,30
7962,ID_5252,"Sector 14, Noida",Noida,"Ice Cream, Desserts, Fast Food",250,50,2.8,314,176,65
7963,ID_4442,"Yerawada, Pune, Maharashtra",Pune,"Continental, Steak, Salad",550,50,4.0,897,529,30
7964,ID_7546,"Sector 1, Noida",Noida,"Bakery, Chinese, Fast Food",200,50,-,-,-,30
7965,ID_6352,"FTI College, Law College Road, Pune",Pune,"Street Food, South Indian, Ice Cream, Beverages",100,50,3.7,37,13,30
7966,ID_3303,"Sector 1, Noida",Noida,Chinese,200,50,3.8,148,74,30
7967,ID_6928,"Dockyard Road, Mumbai CST Area",Mumbai,"Fast Food, Burger, Sandwich",150,50,3.4,26,13,30
7968,ID_8170,"Yerawada, Pune, Maharashtra",Pune,"North Indian, Biryani, Kebab, BBQ",200,50,3.5,14,6,30
7969,ID_4216,"D-Block, Sector 63, Noida",Noida,"Pizza, Italian",200,50,3.9,377,195,45
7970,ID_5305,"Sector 14, Noida",Noida,"Bakery, Desserts",100,50,-,-,-,30
7971,ID_7583,"Chandni Chowk, Kolkata",Kolkata,"Sandwich, Italian, Desserts",250,50,3.8,224,129,45
7972,ID_4362,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"North Indian, Chinese, Fast Food, Rolls",100,50,3.7,14,3,30
7973,ID_3027,"D-Block, Sector 63, Noida",Noida,"North Indian, Mughlai, Chinese",250,50,4.2,116,105,30
7974,ID_5934,Delhi University-GTB Nagar,Delhi,"Bakery, Fast Food, Desserts",200,50,3.9,287,112,45
7975,ID_7794,"Delhi Administration Flats, Timarpur",Delhi,"Chinese, North Indian, Fast Food, Mughlai",250,50,3.8,106,60,30
7976,ID_8109,"Tiretti, Kolkata",Kolkata,"North Indian, Chinese, Bengali",150,50,-,-,-,30
7977,ID_3201,"Dockyard Road, Mumbai CST Area",Mumbai,"Beverages, Fast Food",150,50,3.7,22,16,30
7978,ID_388,"Sector 3, Marathalli",Bangalore,"North Indian, Chinese, Biryani, Andhra",300,50,3.6,25,2,30
7979,ID_5952,"Sector 1, Noida",Noida,"Beverages, Desserts",200,50,-,-,-,30
7980,ID_7951,"Tiretti, Kolkata",Kolkata,"Bakery, Desserts",200,50,4.0,724,399,45
7981,ID_5441,"MG Road, Pune",Pune,Mithai,100,50,3.8,67,13,30
7982,ID_1072,Delhi University-GTB Nagar,Delhi,North Indian,150,50,3.6,44,20,30
7983,ID_6958,"Nathan Road, Mangaldas Road, Pune",Pune,Chinese,100,50,-,-,-,30
7984,ID_8625,"Sector 14, Noida",Noida,"Rolls, Fast Food, Chinese",100,50,3.4,31,11,30
7985,ID_2647,"Sector 14, Noida",Noida,"North Indian, Chinese, Fast Food",200,50,3.8,460,110,45
7986,ID_5963,"Sector 63A,Gurgaon",Gurgaon,"Japanese, Chinese, Thai",400,99,4.4,754,364,65
7987,ID_4427,"Delhi Administration Flats, Timarpur",Delhi,"North Indian, Fast Food",150,50,3.5,20,4,30
7988,ID_4830,"Dockyard Road, Mumbai CST Area",Mumbai,Momos,100,50,NEW,-,-,30
7989,ID_1949,"Rmz Centennial, I Gate, Whitefield",Bangalore,"Bakery, Desserts",100,50,3.5,9,6,65
7990,ID_1319,"Babarpur, New Delhi, Delhi",Delhi,"Cafe, North Indian, Asian",200,50,3.6,264,139,45
7991,ID_6929,"Sector 3, Marathalli",Bangalore,"North Indian, Chinese",100,50,-,-,-,30
7992,ID_6162,"D-Block, Sector 63, Noida",Noida,"Fast Food, Continental",150,0,-,-,-,30
7993,ID_5872,"Musi Nagar, Malakpet, Hyderabad",Hyderabad,"North Indian, Chinese",300,50,3.6,51,17,30
7994,ID_206,"Sector 14, Noida",Noida,"Bakery, Mithai",150,50,-,-,-,30
7995,ID_6634,"MG Road, Pune",Pune,"North Indian, Chinese, Fast Food",200,50,3.4,53,24,30
7996,ID_7235,"Noorkhan Bazaar, Malakpet, Hyderabad",Hyderabad,"South Indian, Chinese",150,50,3.1,5,-,30
7997,ID_7616,"FTI College, Law College Road, Pune",Pune,"Bakery, Fast Food, Desserts, Beverages",200,50,4.1,474,230,65
7998,ID_3469,Delhi University-GTB Nagar,Delhi,"North Indian, Chinese, Rolls",200,50,NEW,-,-,30
7999,ID_4907,"Dockyard Road, Mumbai CST Area",Mumbai,Paan,100,50,3.3,14,3,45
8000,ID_7868,Mumbai Central,Mumbai,Momos,50,50,NEW,-,-,30
8001,ID_4298,"Dockyard Road, Mumbai CST Area",Mumbai,"Salad, Beverages, Healthy Food, Desserts",200,50,3.5,36,24,65
8002,ID_4984,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Kerala, South Indian, Chinese",200,50,4.1,568,133,45
8003,ID_8602,"D-Block, Sector 63, Noida",Noida,Ice Cream,100,50,NEW,-,-,30
8004,ID_8051,"Nathan Road, Mangaldas Road, Pune",Pune,"Bakery, Desserts, Fast Food",200,50,4.4,343,169,30
8005,ID_1990,Mumbai Central,Mumbai,"Chinese, Fast Food",200,50,3.2,24,2,45
8006,ID_5252,"D-Block, Sector 63, Noida",Noida,"Fast Food, Ice Cream, Desserts",300,50,3.8,17,9,30
8007,ID_2733,"Sector 63A,Gurgaon",Gurgaon,"Continental, Sandwich, Burger",300,50,-,-,-,30
8008,ID_5624,"Sector 63A,Gurgaon",Gurgaon,"Cafe, Chinese, North Indian",350,50,4.0,874,530,45
8009,ID_6979,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"South Indian, Street Food",100,50,3.7,12,4,30
8010,ID_7051,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,Andhra,150,50,3.7,76,9,45
8011,ID_618,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,"Bakery, Desserts",150,50,4.0,403,262,45
8012,ID_3539,"Nathan Road, Mangaldas Road, Pune",Pune,"Ice Cream, Desserts",150,50,3.9,132,75,30
8013,ID_6271,"Sector 3, Marathalli",Bangalore,"Andhra, Biryani",150,50,3.0,15,12,30
8014,ID_849,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,"Biryani, North Indian, South Indian, Andhra",400,99,4.1,1355,748,65
8015,ID_8556,"FTI College, Law College Road, Pune",Pune,Tea,50,50,3.1,7,1,30
8016,ID_7418,"Yerawada, Pune, Maharashtra",Pune,Fast Food,150,50,3.5,63,23,45
8017,ID_5111,"Sector 1, Noida",Noida,"Biryani, North Indian, Mughlai, Kebab, Rolls",300,50,3.6,19,8,30
8018,ID_1469,"Chandni Chowk, Kolkata",Kolkata,"Pizza, Chinese, Italian, Continental, Desserts, Beverages, Cafe",400,50,3.8,359,192,45
8019,ID_1711,"Delhi High Court, India Gate",Delhi,"Chinese, Momos",200,50,3.1,5,4,30
8020,ID_4820,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,Chinese,200,50,3.2,5,1,30
8021,ID_7323,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"North Indian, South Indian, BBQ, Chinese, Mangalorean",300,50,3.8,138,82,65
8022,ID_4701,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Fast Food, Beverages",200,50,3.7,129,71,30
8023,ID_5718,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Pizza, Fast Food",150,50,3.0,12,4,30
8024,ID_5204,Majestic,Bangalore,"South Indian, North Indian, Chinese",200,50,3.3,9,7,30
8025,ID_7671,"D-Block, Sector 63, Noida",Noida,"Fast Food, South Indian, Chinese, Beverages",150,50,3.3,13,9,30
8026,ID_5472,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,North Indian,150,50,3.1,6,1,30
8027,ID_2675,"Sandhurst Road, Mumbai CST Area",Mumbai,"North Indian, Chinese",250,50,4.0,67,52,30
8028,ID_7250,Delhi University-GTB Nagar,Delhi,"Japanese, Thai, Chinese",200,50,3.4,16,5,30
8029,ID_4182,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Andhra, Biryani",350,50,3.7,299,118,65
8030,ID_3460,"Sector 14, Noida",Noida,Fast Food,150,50,3.5,84,32,30
8031,ID_5753,"FTI College, Law College Road, Pune",Pune,Fast Food,150,50,3.1,5,1,30
8032,ID_1407,"D-Block, Sector 63, Noida",Noida,"Burger, American, Fast Food",400,50,3.9,122,85,30
8033,ID_5705,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,"Pizza, Chinese",150,50,2.9,10,1,30
8034,ID_1183,"Nathan Road, Mangaldas Road, Pune",Pune,"Fast Food, Lebanese",150,50,3.3,103,31,45
8035,ID_4381,"Yerawada, Pune, Maharashtra",Pune,"European, Chinese, North Indian, Italian",650,50,3.9,920,436,30
8036,ID_2746,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,"North Indian, Fast Food, Chinese",200,99,3.3,18,7,30
8037,ID_6229,"MG Road, Pune",Pune,"Rolls, Fast Food",150,99,3.9,134,23,30
8038,ID_762,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,"North Indian, Desserts",150,50,NEW,-,-,30
8039,ID_1362,"Sector 1, Noida",Noida,"Bakery, Desserts",200,50,3.0,23,6,80
8040,ID_2568,Mumbai Central,Mumbai,"North Indian, Chinese",200,99,3.4,146,22,45
8041,ID_4458,"Sector 14, Noida",Noida,"North Indian, Fast Food, Chinese",200,50,-,-,-,30
8042,ID_7175,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Fast Food, Wraps",150,50,-,-,-,30
8043,ID_3745,Delhi University-GTB Nagar,Delhi,Street Food,50,50,-,-,-,30
8044,ID_6652,"Rmz Centennial, I Gate, Whitefield",Bangalore,"Biryani, North Indian, Andhra, Chinese",350,99,4.1,1040,450,45
