,Restaurant,Location,City,Cuisines,Average_Cost,Minimum_Order,Rating,Votes,Reviews,Count Cuisine,Delivery_Time
6551,ID_3609,"Sandhurst Road, Mumbai CST Area",Mumbai,"Burger, American, Fast Food",200.0,50,3.2,4.0,4.0,3,30.0
6552,ID_3596,"D-Block, Sector 63, Noida",Noida,"North Indian, Chinese",200.0,50,4.2,92.0,70.0,2,30.0
6553,ID_838,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,Rajasthani,150.0,50,3.8,97.0,39.0,1,45.0
6554,ID_3900,Majestic,Bangalore,"Mithai, Street Food",200.0,50,4.1,77.0,11.0,2,45.0
6555,ID_2483,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,"North Indian, Fast Food, Biryani, Rolls, Wraps",250.0,50,3.8,302.0,102.0,5,65.0
6556,ID_3110,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,"Chinese, North Indian",200.0,50,2.9,6.0,3.0,2,30.0
6557,ID_5253,"Sector 1, Noida",Noida,"Ice Cream, Beverages, Fast Food",250.0,50,3.6,78.0,32.0,3,45.0
6558,ID_2347,"Sector 1, Noida",Noida,"Bakery, Fast Food",100.0,50,3.3,10.0,26.0,2,30.0
6559,ID_2535,"Dockyard Road, Mumbai CST Area",Mumbai,Fast Food,150.0,50,3.6,22.0,11.0,1,30.0
6560,ID_694,"Delhi High Court, India Gate",Delhi,"Ice Cream, Desserts, Beverages",100.0,50,3.9,47.0,24.0,3,30.0
6561,ID_4862,"Babarpur, New Delhi, Delhi",Delhi,Bakery,100.0,50,3.6,63.0,26.0,1,30.0
6562,ID_3339,"FTI College, Law College Road, Pune",Pune,"South Indian, North Indian, Chinese, Fast Food",250.0,50,3.4,11.0,5.0,4,30.0
6563,ID_2303,"Sector 63A,Gurgaon",Gurgaon,Italian,150.0,50,3.6,63.0,26.0,1,30.0
6564,ID_8392,"Delhi Administration Flats, Timarpur",Delhi,Ice Cream,150.0,50,3.4,17.0,8.0,1,30.0
6565,ID_2708,"D-Block, Sector 63, Noida",Noida,"Chinese, North Indian",150.0,50,3.5,28.0,17.0,2,30.0
6566,ID_3154,"Sector 1, Noida",Noida,"Desserts, Bakery",100.0,50,2.6,22.0,6.0,2,45.0
6567,ID_1657,"Sector 1, Noida",Noida,"North Indian, South Indian, Beverages, Desserts",200.0,0,3.6,63.0,26.0,4,30.0
6568,ID_1004,"Sector 3, Marathalli",Bangalore,Street Food,50.0,50,3.6,63.0,26.0,1,30.0
6569,ID_6564,"D-Block, Sector 63, Noida",Noida,"North Indian, Chinese",200.0,50,3.2,8.0,3.0,2,30.0
6570,ID_515,"Moulali, Kolkata",Kolkata,Fast Food,100.0,50,3.8,61.0,11.0,1,30.0
6571,ID_7237,"MG Road, Pune",Pune,"Fast Food, Chinese, North Indian, South Indian",200.0,50,4.0,483.0,229.0,4,30.0
6572,ID_7099,"Musi Nagar, Malakpet, Hyderabad",Hyderabad,South Indian,100.0,50,3.9,127.0,16.0,1,30.0
6573,ID_8444,"Delhi Administration Flats, Timarpur",Delhi,"Burger, Fast Food",200.0,50,3.9,280.0,120.0,2,65.0
6574,ID_207,Delhi University-GTB Nagar,Delhi,"Mithai, Street Food",100.0,50,3.7,62.0,10.0,2,30.0
6575,ID_3701,"Sector 14, Noida",Noida,"Fast Food, Pizza",100.0,50,3.4,26.0,2.0,2,30.0
6576,ID_3290,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,North Indian,100.0,99,3.6,63.0,26.0,1,65.0
6577,ID_7001,Pune University,Pune,North Indian,200.0,50,3.3,12.0,2.0,1,30.0
6578,ID_1444,"Nathan Road, Mangaldas Road, Pune",Pune,Street Food,150.0,50,3.2,69.0,38.0,1,45.0
6579,ID_4197,Delhi University-GTB Nagar,Delhi,"Paan, Beverages",150.0,50,3.6,63.0,26.0,2,30.0
6580,ID_5957,"Nathan Road, Mangaldas Road, Pune",Pune,"North Indian, Chinese",150.0,50,3.6,63.0,26.0,2,30.0
6581,ID_79,"Nathan Road, Mangaldas Road, Pune",Pune,"Biryani, Kebab",150.0,50,3.6,63.0,26.0,2,30.0
6582,ID_1143,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,"North Indian, Chinese, Fast Food",150.0,50,3.6,162.0,98.0,3,45.0
6583,ID_1915,"MG Road, Pune",Pune,"North Indian, Chinese",100.0,50,3.6,66.0,29.0,2,30.0
6584,ID_6637,Delhi University-GTB Nagar,Delhi,"Biryani, Mughlai",150.0,50,3.2,11.0,2.0,2,30.0
6585,ID_7074,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,South Indian,100.0,50,3.6,10.0,4.0,1,30.0
6586,ID_3572,"Delhi Administration Flats, Timarpur",Delhi,South Indian,200.0,50,3.6,63.0,26.0,1,45.0
6587,ID_5188,"Sector 1, Noida",Noida,"North Indian, Fast Food",100.0,50,3.5,40.0,3.0,2,30.0
6588,ID_1222,"MG Road, Pune",Pune,"Beverages, Fast Food",100.0,50,3.3,8.0,1.0,2,30.0
6589,ID_1071,"Delhi Administration Flats, Timarpur",Delhi,"South Indian, North Indian, Continental, Chinese",200.0,50,3.5,551.0,75.0,4,45.0
6590,ID_3422,"MG Road, Pune",Pune,"North Indian, South Indian, Thai",400.0,50,3.3,16.0,8.0,3,30.0
6591,ID_359,"Sandhurst Road, Mumbai CST Area",Mumbai,"North Indian, Chinese, Seafood",250.0,50,3.7,87.0,41.0,3,30.0
6592,ID_4471,"Moulali, Kolkata",Kolkata,"South Indian, Chinese",200.0,50,3.8,303.0,157.0,2,30.0
6593,ID_2976,Delhi University-GTB Nagar,Delhi,"South Indian, North Indian, Chinese",300.0,50,3.8,323.0,141.0,3,65.0
6594,ID_196,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"North Indian, Chinese, Biryani",200.0,50,3.8,291.0,30.0,3,45.0
6595,ID_6578,"Tejas Nagar Colony, Wadala West, Mumbai",Mumbai,"Mithai, Bakery",200.0,50,3.5,26.0,5.0,2,30.0
6596,ID_5227,"FTI College, Law College Road, Pune",Pune,"Desserts, Beverages",200.0,50,3.3,9.0,2.0,2,30.0
6597,ID_5137,"Delhi Administration Flats, Timarpur",Delhi,"Mithai, Street Food",100.0,50,3.5,10.0,2.0,2,30.0
6598,ID_2144,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Street Food, Gujarati",150.0,50,3.9,534.0,169.0,2,45.0
6599,ID_4759,Pune University,Pune,Street Food,100.0,50,3.2,49.0,23.0,1,65.0
6600,ID_8581,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Chinese, Fast Food",200.0,50,4.2,227.0,132.0,2,30.0
6601,ID_1015,"Rmz Centennial, I Gate, Whitefield",Bangalore,"Continental, Desserts, Beverages, Sandwich",200.0,50,2.9,46.0,21.0,4,65.0
6602,ID_8109,"Raja Bazar, Kolkata",Kolkata,"North Indian, Chinese, Bengali",150.0,50,3.6,63.0,26.0,3,30.0
6603,ID_6457,"FTI College, Law College Road, Pune",Pune,"South Indian, Fast Food, North Indian, Chinese, Beverages",350.0,50,4.2,844.0,334.0,5,30.0
6604,ID_148,"Moulali, Kolkata",Kolkata,"Street Food, Mithai",50.0,99,3.6,63.0,26.0,2,30.0
6605,ID_6988,"Sector 63A,Gurgaon",Gurgaon,South Indian,100.0,99,2.8,129.0,32.0,1,65.0
6606,ID_4526,"Chandni Chowk, Kolkata",Kolkata,Mishti,50.0,99,3.8,63.0,28.0,1,45.0
6607,ID_6487,"Dockyard Road, Mumbai CST Area",Mumbai,Fast Food,150.0,50,3.9,106.0,16.0,1,30.0
6608,ID_3849,Majestic,Bangalore,"North Indian, Chinese, Seafood, South Indian",250.0,50,3.6,87.0,20.0,4,45.0
6609,ID_472,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Fast Food, Arabian",200.0,50,3.4,85.0,35.0,2,30.0
6610,ID_5885,"Yerawada, Pune, Maharashtra",Pune,North Indian,150.0,50,3.3,47.0,17.0,1,30.0
6611,ID_4953,"Delhi Administration Flats, Timarpur",Delhi,"North Indian, Chinese",150.0,50,2.9,151.0,50.0,2,30.0
6612,ID_4552,"Sector 1, Noida",Noida,"Asian, Thai, Chinese, Momos",900.0,50,4.2,1260.0,906.0,4,45.0
6613,ID_4471,"Raja Bazar, Kolkata",Kolkata,"South Indian, Chinese",200.0,50,3.8,303.0,157.0,2,30.0
6614,ID_5908,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,North Indian,100.0,50,3.6,63.0,26.0,1,30.0
6615,ID_5676,Delhi Cantt.,Delhi,"Cafe, North Indian, Continental, Italian, Chinese",350.0,50,4.0,676.0,474.0,5,45.0
6616,ID_5593,Majestic,Bangalore,"North Indian, Chinese",200.0,50,3.8,31.0,13.0,2,30.0
6617,ID_2943,"MG Road, Pune",Pune,"Street Food, Fast Food, North Indian, Chinese",250.0,99,3.7,78.0,34.0,4,45.0
6618,ID_3131,"D-Block, Sector 63, Noida",Noida,"Chinese, North Indian",200.0,50,3.9,107.0,40.0,2,45.0
6619,ID_4464,"Musi Nagar, Malakpet, Hyderabad",Hyderabad,South Indian,100.0,50,3.3,7.0,26.0,1,45.0
6620,ID_397,"Sector 3, Marathalli",Bangalore,"Andhra, Biryani, Chinese",150.0,50,3.6,63.0,26.0,3,30.0
6621,ID_1013,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Desserts, Ice Cream",100.0,50,3.8,20.0,10.0,2,65.0
6622,ID_7343,"Tejas Nagar Colony, Wadala West, Mumbai",Mumbai,Modern Indian,600.0,50,4.1,168.0,108.0,1,30.0
6623,ID_3222,Majestic,Bangalore,"Continental, South Indian",400.0,50,3.2,3.0,26.0,2,30.0
6624,ID_6134,"Dockyard Road, Mumbai CST Area",Mumbai,"Chinese, North Indian, Thai, Fast Food, Seafood",400.0,50,3.8,149.0,74.0,5,80.0
6625,ID_7789,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,"Bakery, Fast Food",200.0,50,3.6,63.0,26.0,2,30.0
6626,ID_3840,"Sector 63A,Gurgaon",Gurgaon,"North Indian, Mughlai, Kebab",250.0,99,4.0,304.0,187.0,3,45.0
6627,ID_5647,"Rmz Centennial, I Gate, Whitefield",Bangalore,"North Indian, Street Food, Beverages",150.0,50,3.2,29.0,12.0,3,30.0
6628,ID_6206,Majestic,Bangalore,"Fast Food, Rolls",100.0,50,3.0,60.0,9.0,2,45.0
6629,ID_1864,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Desserts, Ice Cream",150.0,50,3.6,63.0,26.0,2,30.0
6630,ID_1227,"Delhi High Court, India Gate",Delhi,"Asian, Modern Indian, Continental, Cafe",800.0,50,4.1,579.0,371.0,4,30.0
6631,ID_668,"Delhi High Court, India Gate",Delhi,"Mithai, Street Food",100.0,50,4.1,399.0,114.0,2,45.0
6632,ID_3194,"FTI College, Law College Road, Pune",Pune,"Ice Cream, Desserts, Beverages",100.0,50,3.8,14.0,4.0,3,30.0
6633,ID_5662,"Sector 1, Noida",Noida,"North Indian, Chinese",150.0,50,3.7,53.0,41.0,2,10.0
6634,ID_4916,"D-Block, Sector 63, Noida",Noida,"Mughlai, North Indian",250.0,50,3.8,64.0,27.0,2,30.0
6635,ID_1390,Pune University,Pune,"Kebab, Fast Food, Beverages, Biryani, Burmese, Coffee, Modern Indian",250.0,50,4.4,96.0,77.0,7,30.0
6636,ID_7603,"Sector 1, Noida",Noida,Bakery,100.0,99,3.4,25.0,18.0,1,65.0
6637,ID_8383,"D-Block, Sector 63, Noida",Noida,"North Indian, Fast Food, Chinese",200.0,50,3.7,95.0,62.0,3,65.0
6638,ID_7564,Delhi University-GTB Nagar,Delhi,"Biryani, North Indian",150.0,50,3.6,63.0,26.0,2,30.0
6639,ID_2695,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,"North Indian, Chinese, Mughlai, Pizza, Fast Food, Street Food, Desserts",150.0,50,3.2,6.0,3.0,7,30.0
6640,ID_164,"Sector 63A,Gurgaon",Gurgaon,"North Indian, Mughlai, Beverages",150.0,50,3.6,63.0,26.0,3,30.0
6641,ID_4703,Delhi University-GTB Nagar,Delhi,"Chinese, Fast Food",150.0,50,3.6,131.0,40.0,2,45.0
6642,ID_4537,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"South Indian, Kerala",200.0,50,3.8,15.0,8.0,2,30.0
6643,ID_2486,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Healthy Food, North Indian",600.0,50,4.3,69.0,43.0,2,30.0
6644,ID_3448,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,"North Indian, Chinese, Fast Food",100.0,50,3.6,63.0,26.0,3,30.0
6645,ID_2750,"Sector 3, Marathalli",Bangalore,"South Indian, North Indian, Continental",200.0,50,3.6,63.0,26.0,3,30.0
6646,ID_3290,"Sector 63A,Gurgaon",Gurgaon,"North Indian, Desserts",150.0,50,3.6,63.0,26.0,2,65.0
6647,ID_4724,"Delhi Administration Flats, Timarpur",Delhi,North Indian,100.0,50,3.4,20.0,5.0,1,30.0
6648,ID_4510,"Delhi Administration Flats, Timarpur",Delhi,North Indian,150.0,50,3.5,17.0,13.0,1,30.0
6649,ID_5670,"Delhi High Court, India Gate",Delhi,North Indian,250.0,50,3.5,70.0,18.0,1,45.0
6650,ID_361,"Babarpur, New Delhi, Delhi",Delhi,Ice Cream,100.0,50,3.5,43.0,8.0,1,30.0
6651,ID_7557,"Nathan Road, Mangaldas Road, Pune",Pune,"Biryani, North Indian",150.0,50,3.6,63.0,26.0,2,30.0
6652,ID_3744,Mumbai Central,Mumbai,"Fast Food, Chinese",200.0,50,3.8,91.0,44.0,2,45.0
6653,ID_2667,Delhi University-GTB Nagar,Delhi,"North Indian, Fast Food",200.0,50,3.7,248.0,36.0,2,65.0
6654,ID_7762,"Babarpur, New Delhi, Delhi",Delhi,"North Indian, Chinese",250.0,99,3.6,154.0,39.0,2,45.0
6655,ID_7488,"Delhi High Court, India Gate",Delhi,North Indian,100.0,50,3.6,63.0,26.0,1,30.0
6656,ID_7220,"Sector 1, Noida",Noida,Biryani,100.0,50,3.6,63.0,26.0,1,30.0
6657,ID_7206,Delhi University-GTB Nagar,Delhi,"Desserts, Beverages",200.0,50,3.6,63.0,26.0,2,30.0
6658,ID_1802,"D-Block, Sector 63, Noida",Noida,"Pizza, Fast Food",250.0,50,3.2,13.0,5.0,2,30.0
6659,ID_6725,"Rmz Centennial, I Gate, Whitefield",Bangalore,"Asian, Japanese, Vietnamese, Korean, Chinese, Thai",750.0,50,4.3,1628.0,937.0,6,45.0
6660,ID_7756,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"North Indian, Chinese",200.0,50,3.3,6.0,2.0,2,30.0
6661,ID_1522,"Tejas Nagar Colony, Wadala West, Mumbai",Mumbai,"Mithai, Street Food",100.0,50,3.3,45.0,15.0,2,65.0
6662,ID_20,"FTI College, Law College Road, Pune",Pune,"Ice Cream, Sandwich, Bubble Tea",150.0,99,3.7,231.0,135.0,3,45.0
6663,ID_1811,"Yerawada, Pune, Maharashtra",Pune,Burger,100.0,50,3.6,63.0,26.0,1,30.0
6664,ID_6861,Delhi University-GTB Nagar,Delhi,"North Indian, Chinese, Fast Food",200.0,0,3.4,16.0,1.0,3,30.0
6665,ID_5428,Delhi Cantt.,Delhi,Chinese,250.0,50,4.2,248.0,126.0,1,65.0
6666,ID_692,"Sector 14, Noida",Noida,"Italian, North Indian, Chinese",800.0,50,4.1,903.0,556.0,3,45.0
6667,ID_7501,"Sector 1, Noida",Noida,"North Indian, South Indian",200.0,50,3.6,63.0,26.0,2,30.0
6668,ID_6316,"D-Block, Sector 63, Noida",Noida,"North Indian, South Indian, Chinese",250.0,50,2.9,7.0,3.0,3,30.0
6669,ID_7858,"Yerawada, Pune, Maharashtra",Pune,"Continental, North Indian, Thai",550.0,50,4.6,391.0,220.0,3,30.0
6670,ID_1684,"Sector 63A,Gurgaon",Gurgaon,Chinese,400.0,50,4.0,182.0,135.0,1,30.0
6671,ID_4627,"FTI College, Law College Road, Pune",Pune,"Maharashtrian, Street Food",100.0,50,4.2,397.0,262.0,2,30.0
6672,ID_2717,"Sector 3, Marathalli",Bangalore,"North Indian, Fast Food, Chinese",150.0,50,4.3,509.0,310.0,3,45.0
6673,ID_4330,Pune University,Pune,"South Indian, North Indian",150.0,50,3.6,63.0,26.0,2,30.0
6674,ID_7660,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"North Indian, Continental, Chinese",200.0,50,3.6,63.0,26.0,3,30.0
6675,ID_1635,"Delhi Administration Flats, Timarpur",Delhi,"Pizza, Italian",250.0,50,3.9,34.0,28.0,2,30.0
6676,ID_3193,"Hyderabad Public School, Begumpet",Hyderabad,Ice Cream,150.0,50,3.7,24.0,7.0,1,30.0
6677,ID_7928,Pune University,Pune,"Chinese, Thai",250.0,50,4.0,788.0,519.0,2,45.0
6678,ID_7823,Delhi University-GTB Nagar,Delhi,"Chinese, Continental, European, Mexican, Momos",650.0,50,4.3,382.0,240.0,5,45.0
6679,ID_6844,"Sector 3, Marathalli",Bangalore,"North Indian, Continental, Chinese, Thai",550.0,99,4.5,4182.0,2940.0,4,45.0
6680,ID_3396,"FTI College, Law College Road, Pune",Pune,"North Indian, Chinese, Malwani, Mughlai",200.0,50,3.2,8.0,7.0,4,30.0
6681,ID_1263,"Sector 1, Noida",Noida,Cafe,150.0,50,3.4,17.0,8.0,1,30.0
6682,ID_2035,"Delhi Administration Flats, Timarpur",Delhi,"Biryani, North Indian",150.0,50,3.5,83.0,22.0,2,30.0
6683,ID_2560,Delhi University-GTB Nagar,Delhi,"Healthy Food, American, Salad",150.0,50,3.5,37.0,13.0,3,65.0
6684,ID_7293,"Sector 3, Marathalli",Bangalore,"Beverages, Desserts",100.0,50,3.6,63.0,26.0,2,30.0
6685,ID_6159,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Biryani, South Indian, Andhra",150.0,50,3.8,106.0,54.0,3,45.0
6686,ID_8242,"Sector 14, Noida",Noida,"North Indian, Fast Food",150.0,50,2.7,31.0,15.0,2,45.0
6687,ID_7786,"Gora Bazar, Rajbari, North Dumdum, Kolkata",Kolkata,"Chinese, Fast Food, Biryani",150.0,50,3.4,18.0,1.0,3,30.0
6688,ID_701,"Sector 1, Noida",Noida,"North Indian, Mughlai",100.0,50,3.6,63.0,26.0,2,45.0
6689,ID_162,Pune University,Pune,North Indian,250.0,50,3.1,5.0,4.0,1,30.0
6690,ID_8410,Mumbai Central,Mumbai,"Desserts, Ice Cream",150.0,50,3.8,25.0,24.0,2,30.0
6691,ID_2465,"Yerawada, Pune, Maharashtra",Pune,Fast Food,150.0,50,3.3,11.0,9.0,1,30.0
6692,ID_8381,"Sector 3, Marathalli",Bangalore,"Chettinad, South Indian, Chinese, Seafood, Rolls, North Indian",250.0,50,3.7,105.0,30.0,6,45.0
6693,ID_6205,"Sector 14, Noida",Noida,"Rolls, Chinese",150.0,50,3.2,9.0,26.0,2,30.0
6694,ID_7023,Pune University,Pune,Fast Food,200.0,50,3.9,112.0,91.0,1,30.0
6695,ID_6703,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,North Indian,100.0,50,3.9,106.0,27.0,1,45.0
6696,ID_2982,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,South Indian,200.0,50,3.6,17.0,10.0,1,30.0
6697,ID_2924,Mumbai Central,Mumbai,"Bakery, Desserts",200.0,50,3.0,4.0,1.0,2,45.0
6698,ID_7555,"Moulali, Kolkata",Kolkata,"Italian, American, Continental",450.0,50,4.2,3083.0,1804.0,3,45.0
6699,ID_1288,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,"Cafe, North Indian, Chinese, Bakery",200.0,50,3.6,202.0,98.0,4,45.0
6700,ID_547,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,Assamese,200.0,99,4.0,661.0,332.0,1,45.0
6701,ID_2145,Mumbai Central,Mumbai,"Desserts, Bakery",200.0,50,4.0,255.0,106.0,2,65.0
6702,ID_4469,"D-Block, Sector 63, Noida",Noida,"South Indian, Chinese",150.0,50,3.4,189.0,65.0,2,45.0
6703,ID_2654,"Sector 1, Noida",Noida,"North Indian, Chinese",150.0,50,3.6,72.0,17.0,2,45.0
6704,ID_1136,"Rmz Centennial, I Gate, Whitefield",Bangalore,"Burger, Fast Food",150.0,50,3.8,29.0,5.0,2,30.0
6705,ID_5888,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"North Indian, Chinese, Street Food",200.0,50,3.1,390.0,110.0,3,45.0
6706,ID_847,Delhi University-GTB Nagar,Delhi,"Mithai, Street Food, South Indian, North Indian, Chinese, Bakery",250.0,99,4.0,284.0,111.0,6,30.0
6707,ID_5564,"Gora Bazar, Rajbari, North Dumdum, Kolkata",Kolkata,"Bengali, North Indian",150.0,50,3.4,29.0,11.0,2,30.0
6708,ID_4331,"Rmz Centennial, I Gate, Whitefield",Bangalore,Desserts,150.0,50,3.6,63.0,26.0,1,30.0
6709,ID_1894,Delhi Cantt.,Delhi,"Chinese, Momos",150.0,50,3.4,15.0,26.0,2,30.0
6710,ID_1420,"FTI College, Law College Road, Pune",Pune,"Fast Food, Lebanese, Chinese",200.0,50,3.6,217.0,96.0,3,45.0
6711,ID_6682,Mumbai Central,Mumbai,"North Indian, Mughlai, Asian",550.0,50,4.9,227.0,213.0,3,30.0
6712,ID_7968,"Rmz Centennial, I Gate, Whitefield",Bangalore,"Sandwich, Burger, Fast Food, Rolls, Beverages",100.0,50,3.8,30.0,19.0,5,30.0
6713,ID_1767,Pune University,Pune,"North Indian, Rolls",200.0,50,3.8,190.0,109.0,2,45.0
6714,ID_7899,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,North Indian,200.0,50,3.8,54.0,22.0,1,65.0
6715,ID_2764,"Dockyard Road, Mumbai CST Area",Mumbai,Fast Food,200.0,50,3.6,63.0,26.0,1,30.0
6716,ID_5351,"Sector 1, Noida",Noida,"North Indian, Chinese",100.0,50,3.6,63.0,26.0,2,30.0
6717,ID_7591,"Nathan Road, Mangaldas Road, Pune",Pune,"Cafe, American, Fast Food, Salad",100.0,50,3.8,2380.0,1116.0,4,45.0
6718,ID_1718,"Sector 1, Noida",Noida,"Chinese, Momos",150.0,50,3.7,254.0,78.0,2,45.0
6719,ID_5100,"Sector 63A,Gurgaon",Gurgaon,North Indian,100.0,50,3.6,63.0,26.0,1,30.0
6720,ID_4815,Delhi Cantt.,Delhi,"Momos, Chinese",200.0,50,4.2,138.0,95.0,2,30.0
6721,ID_2916,"Sector 1, Noida",Noida,"Burger, Pizza, Sandwich",200.0,99,3.5,18.0,12.0,3,120.0
6722,ID_7156,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Desserts, Ice Cream",200.0,50,4.0,277.0,195.0,2,45.0
6723,ID_3371,"Panjetan Colony, Malakpet, Hyderabad",Hyderabad,"North Indian, Chinese, Mughlai",200.0,50,3.2,10.0,1.0,3,30.0
6724,ID_4377,Delhi University-GTB Nagar,Delhi,"North Eastern, North Indian, Chinese",400.0,50,3.9,321.0,161.0,3,30.0
6725,ID_4708,"Sandhurst Road, Mumbai CST Area",Mumbai,"Bakery, Desserts",250.0,50,3.6,63.0,26.0,2,30.0
6726,ID_2614,"D-Block, Sector 63, Noida",Noida,"Burger, Sandwich, North Indian, Chinese",200.0,50,4.0,32.0,26.0,4,30.0
6727,ID_5324,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,"Chinese, North Indian, Fast Food",100.0,50,3.5,43.0,16.0,3,65.0
6728,ID_1264,"Yerawada, Pune, Maharashtra",Pune,"Cafe, Healthy Food, Italian",300.0,50,4.1,108.0,63.0,3,30.0
6729,ID_7663,"Moulali, Kolkata",Kolkata,"Cafe, Fast Food",350.0,99,4.2,1185.0,743.0,2,45.0
6730,ID_7819,Delhi University-GTB Nagar,Delhi,"Chinese, Continental, Fast Food",200.0,50,3.7,152.0,116.0,3,30.0
6731,ID_8495,"Hyderabad Public School, Begumpet",Hyderabad,"Continental, American, Italian, Salad, North Indian, Desserts, Beverages",200.0,50,2.9,18.0,9.0,7,30.0
6732,ID_2858,"D-Block, Sector 63, Noida",Noida,"Chinese, North Indian",200.0,50,2.5,31.0,17.0,2,30.0
6733,ID_7738,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Continental, Beverages, Desserts",200.0,50,3.6,63.0,26.0,3,30.0
6734,ID_3773,"Sandhurst Road, Mumbai CST Area",Mumbai,"Fast Food, Juices, Beverages",100.0,50,3.6,86.0,48.0,3,30.0
6735,ID_5149,"Moulali, Kolkata",Kolkata,"North Indian, South Indian, Chinese, Fast Food",250.0,50,3.7,248.0,86.0,4,45.0
6736,ID_7505,"Rmz Centennial, I Gate, Whitefield",Bangalore,South Indian,100.0,50,3.8,68.0,17.0,1,45.0
6737,ID_7502,"Sector 1, Noida",Noida,"North Indian, Healthy Food, South Indian",200.0,50,3.6,79.0,23.0,3,30.0
6738,ID_5798,"Babarpur, New Delhi, Delhi",Delhi,"Fast Food, Healthy Food",200.0,50,3.2,7.0,2.0,2,30.0
6739,ID_8142,"Sector 1, Noida",Noida,"Chinese, North Indian, Mughlai, Continental, Beverages",400.0,50,3.6,63.0,26.0,5,30.0
6740,ID_3116,"Sector 1, Noida",Noida,"Mithai, North Indian, Fast Food, Desserts, South Indian, Street Food, Bakery, Chinese",250.0,50,3.1,6.0,6.0,8,30.0
6741,ID_1626,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"South Indian, Chinese",150.0,50,3.3,6.0,2.0,2,30.0
6742,ID_5059,Majestic,Bangalore,Biryani,100.0,50,3.8,24.0,15.0,1,30.0
6743,ID_5260,"FTI College, Law College Road, Pune",Pune,"Cafe, Fast Food, Beverages, Desserts",250.0,50,3.8,514.0,281.0,4,45.0
6744,ID_3410,"Dockyard Road, Mumbai CST Area",Mumbai,North Indian,200.0,50,4.0,437.0,215.0,1,45.0
6745,ID_3316,"Delhi Administration Flats, Timarpur",Delhi,"North Indian, Chinese",200.0,50,3.8,102.0,19.0,2,30.0
6746,ID_7358,"Sector 3, Marathalli",Bangalore,"North Indian, Chinese, Biryani",200.0,50,3.9,177.0,50.0,3,30.0
6747,ID_2714,"Sector 14, Noida",Noida,"Street Food, Fast Food, North Indian",100.0,0,3.5,70.0,30.0,3,45.0
6748,ID_1986,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"North Indian, South Indian, Chinese",250.0,50,3.3,6.0,2.0,3,30.0
6749,ID_1472,"Sector 3, Marathalli",Bangalore,"North Indian, Chinese, Fast Food",150.0,50,3.1,8.0,2.0,3,65.0
6750,ID_4683,"Sandhurst Road, Mumbai CST Area",Mumbai,"Bar Food, North Indian, Chinese",600.0,50,3.2,7.0,26.0,3,45.0
6751,ID_6240,"Rmz Centennial, I Gate, Whitefield",Bangalore,Rolls,100.0,50,3.2,7.0,2.0,1,30.0
6752,ID_2951,"Sector 1, Noida",Noida,"Mughlai, North Indian, Chinese",200.0,50,3.7,204.0,88.0,3,45.0
6753,ID_1226,Pune University,Pune,"Cafe, Fast Food",200.0,50,4.2,569.0,291.0,2,30.0
6754,ID_4840,"D-Block, Sector 63, Noida",Noida,"North Indian, Chinese, Mughlai, Rolls",250.0,99,3.9,98.0,26.0,4,65.0
6755,ID_7754,"Sector 3, Marathalli",Bangalore,"South Indian, North Indian, Chinese",150.0,50,3.3,24.0,8.0,3,30.0
